hashtag,index,abstract,raw_labels,abstract_df_idx,emoji_s,count
进藏来拉萨者须持居住地健康证明,12249,导语：请近14日居住在湖北省的人员不要进藏来拉萨；②近14日内本人所在村（居）小区有确诊病例的不要进藏来拉萨。,"[5, 11, 17]",63,"(5, 11, 17, 20, 2, 13, 15, 0, 19, 18, 8, 3, 1, 6)","(225, 22, 9, 8, 6, 6, 5, 5, 3, 1, 1, 1, 1, 1)"
特朗普宣称将关闭美加边境,9508,导语：当地时间3月18日，美国总统特朗普在社交媒体上宣布，称将关闭美国和加拿大边境，暂停两国之间的“非必要人员流动”。,"[2, 9, 11]",64,"(2, 9, 11, 18, 10, 5, 3, 8, 13, 1, 19, 12, 4, 22, 15, 0, 23, 16, 17, 14, 7, 21, 6, 20)","(1991, 339, 319, 87, 86, 64, 56, 36, 17, 15, 14, 12, 11, 10, 9, 9, 9, 9, 7, 6, 3, 3, 3, 1)"
重庆坠楼者砸死2人系高三女生,12527,导语：12月24日，一男子从重庆沙坪坝区一公寓楼高坠，砸到两名行人。三人经抢救无效死亡。@新京报我们视频 向綦江区中学确认，两名行人均是綦江中学高三学生。,"[6, 10, 4]",65,"(6, 10, 4, 12, 11, 1, 0, 9, 18, 13, 15, 23, 2, 7, 8, 22, 19, 17, 20, 14, 3, 21, 5, 16)","(4637, 915, 368, 116, 40, 34, 21, 19, 18, 16, 13, 13, 12, 9, 7, 7, 7, 7, 6, 5, 3, 2, 2, 1)"
开学后你宿舍的床,5602,导语：等你开学的时候，宿舍里有什么东西可能用不了了？ ​你的床会成什么样子了？,"[4, 3, 16]",66,"(4, 3, 16, 2, 8, 6, 12, 11, 9, 17, 0, 13, 21, 15, 19, 7, 1, 14, 23, 20, 10, 18, 22)","(1623, 723, 554, 78, 52, 25, 21, 19, 16, 10, 9, 9, 8, 8, 8, 7, 7, 6, 5, 5, 2, 1, 1)"
一线医务薪酬水平提高2倍,877,导语：各地要在落实现有政策基础上，将湖北省（含援湖北医疗队）#一线医务临时性工作补助标准提高1倍#、薪酬水平提高2倍，扩大卫生防疫津贴发放范围，确保覆盖全体一线医务人员。,"[5, 0, 16]",67,"(5, 0, 16, 13, 14, 1, 17, 4, 22, 6, 9, 20, 3, 21, 15, 7, 10, 23, 12, 11, 18, 8, 2, 19)","(4586, 153, 151, 121, 71, 59, 17, 16, 13, 13, 11, 10, 9, 9, 8, 7, 5, 3, 2, 1, 1, 1, 1, 1)"
张嘉倪雾霾灰长裙,5673,导语：@张嘉倪 在绿洲释出多套时尚look～最新的雾霾灰长裙造型，你🉑吗？,"[1, 5, 17]",68,"(1, 5, 17, 7, 6, 15, 13, 9, 20, 8, 16, 14, 21, 0, 22, 12, 10, 4, 2, 19, 23, 3)","(34, 29, 17, 13, 13, 11, 9, 8, 8, 7, 7, 7, 6, 5, 4, 4, 4, 2, 2, 2, 2, 1)"
拿到年终奖后的你,6628,导语：哈哈哈，你有没有拿到年终奖？拿到年终奖后的你是什么心情？,"[3, 2, 4]",69,"(3, 2, 4, 19, 11, 7, 9, 8, 21, 1, 18, 15, 14, 20, 6, 12, 23, 16, 13, 0, 17)","(219, 94, 90, 67, 59, 23, 22, 19, 18, 18, 13, 11, 9, 9, 7, 6, 6, 6, 5, 1, 1)"
冬天容易长胖的根本原因,2501,导语：你觉得冬天容易长胖的根本原因是什么？带上话题来说说吧！,"[3, 2, 8]",70,"(3, 2, 8, 4, 16, 20, 5, 12, 23, 14, 17, 18, 7, 6, 11, 21, 0, 9, 19, 22)","(153, 67, 28, 19, 10, 8, 7, 6, 6, 6, 6, 5, 5, 4, 3, 3, 3, 2, 2, 1)"
火箭军为战疫医护送爱心餐,9319,导语：火箭军某部官兵主动为河南科技大学第一附属医院医护人员提供爱心餐。,"[0, 5, 13]",71,"(0, 5, 13, 16, 17, 8, 21, 15)","(90, 9, 8, 4, 2, 1, 1, 1)"
强行带疑染新型肺炎孩子离境被捕,5853,导语：1月25日，父母带疑感染新冠病毒的孩子在马来西亚士乃机场试图离境，被警方逮捕。一家三口来自武汉，2岁孩子出现新冠肺炎症状，医院要求其隔离检查，但父母称要搭次日航班飞往广州，带孩子从医院逃走。医院报警后，三人在机场被捕。,"[6, 1, 11]",72,"(6, 1, 11, 12, 19, 3, 5, 23, 17, 13, 10, 4, 16, 20, 8, 7, 22, 15, 14, 21, 0, 2, 9, 18)","(5344, 126, 42, 34, 33, 28, 27, 22, 21, 18, 17, 12, 10, 10, 8, 8, 8, 7, 7, 6, 5, 4, 3, 2)"
易建联被熊猫吓到,7109,导语：1月11日，CBA全明星周末，易建联竟然在广州长隆动物园里被熊猫吓到了。,"[8, 3, 2]",73,"(8, 3, 2, 18, 0, 1, 20, 19, 4, 7, 6, 16)","(339, 149, 57, 17, 15, 9, 9, 7, 1, 1, 1, 1)"
护目镜下的医护眼神,6593,导语：雾气打湿了护目镜，口罩遮住了面庞。患者可能直到出院都未看过你们的脸，却知道你们是最值得信任的人！辛苦了，要平安！,"[0, 5, 7]",74,"(0, 5, 7, 4, 3, 22, 6, 16, 20)","(145, 5, 2, 1, 1, 1, 1, 1, 1)"
意大利1号确诊患者影响50000人,6234,导语：据安莎社等意大利媒体报道，意大利的一号患者为居住在科多尼奥镇北部的38岁男性，追溯活动路径时发现，该男子发病前曾分别在三个地区参加了半程马拉松（约1200人参加）、小镇跑步比赛以及足球赛，累计影响50000人。,"[15, 16, 5]",75,"(15, 16, 5, 0, 1, 3, 4, 6, 10, 2, 14, 11, 18, 13, 23, 9, 20, 8, 19, 17, 21, 12, 7, 22)","(1414, 229, 141, 130, 102, 78, 33, 24, 22, 21, 19, 16, 16, 14, 13, 10, 10, 9, 9, 7, 6, 6, 5, 5)"
复工后你家的冰箱,4063,导语：复工后你家的冰箱是不是这样的呢？哈哈哈哈哈哈哈😂,"[3, 2, 8]",76,"(3, 2, 8, 16, 4, 18, 0, 12, 19, 21, 17, 9, 22, 20, 1, 14, 7, 6)","(75, 55, 27, 14, 12, 9, 9, 9, 8, 7, 7, 5, 4, 4, 3, 3, 1, 1)"
关空调后像极了案发现场,2431,导语：你们睡觉会关空调吗？来带话题发博和大家一起聊聊吧！,"[8, 3, 2]",77,"(8, 3, 2, 0, 16, 15, 1, 21, 6, 20, 23, 19, 11, 5, 12, 13, 18, 22, 17, 4, 7, 10, 14, 9)","(1016, 271, 198, 87, 31, 28, 25, 24, 23, 22, 18, 17, 15, 14, 14, 11, 10, 10, 10, 9, 8, 8, 7, 6)"
现在到撒欢儿的时候了吗,9797,导语：现在真的到了可以出来“撒欢儿”的时候了吗？北京卫健委新闻发言人高小俊回应：疫情变化仍有不确定性，存在潜在隐患，疫情防控仍需持续努力，丝毫不能松懈，一点也不能马虎。,"[6, 9, 2]",78,"(6, 9, 2, 3, 1, 19, 16, 11, 4, 0, 22, 10, 21, 15, 8, 5, 12, 13, 23, 20, 17, 18, 7)","(1746, 242, 139, 49, 41, 34, 31, 27, 23, 20, 14, 13, 12, 11, 10, 7, 7, 7, 7, 6, 5, 3, 3)"
在家娱乐翻车现场,3982,导语：一起带话题来聊聊，在家这些天娱乐翻车现场。哈哈哈哈。,"[3, 8, 2]",79,"(3, 8, 2, 6, 17, 11, 10, 22, 0, 19, 20, 16, 7, 21, 13)","(158, 100, 22, 11, 8, 6, 5, 4, 4, 3, 3, 2, 1, 1, 1)"
哆啦A梦原本不是蓝色,3679,"导语：我才知道哆啦A梦原本不是蓝色的！是把黄色的漆哭掉了，变成蓝色的。
","[2, 3, 8]",80,"(2, 3, 8, 1, 4, 9, 0, 15, 7, 16, 18, 5, 22, 14, 13, 10, 20, 21, 17, 23, 6, 19, 12, 11)","(2685, 1141, 303, 268, 143, 108, 78, 72, 48, 32, 31, 24, 19, 19, 15, 10, 10, 9, 8, 7, 5, 2, 2, 1)"
瑞士首例新冠肺炎确诊病例,9832,导语：当地时间25日，瑞士提契诺州出现首例新冠肺炎病例。,"[4, 12, 16]",81,"(4, 12, 16, 2, 5, 14, 3, 15, 13, 9, 1)","(112, 43, 19, 17, 8, 4, 3, 3, 3, 2, 2)"
90后小伙和80岁大爷画年俗涂鸦,399,导语：近日，武汉一90后小伙和80岁大爷在江边墙上画中国年俗引围观，城管路过不但没有阻拦反而觉得“很棒”。小伙是街头艺术家，想用西式涂鸦表达自己对中国传统文化的理解。但也有网友认为涂鸦是污损公物，你怎么看？,"[17, 3, 8]",82,"(17, 3, 8, 0, 21, 7, 1, 13, 16, 4, 12, 10, 20, 5, 23, 18, 9, 2, 22, 6, 14)","(60, 13, 11, 9, 7, 6, 4, 4, 4, 3, 3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1)"
韩国新增594例新冠肺炎,13205,导语：据韩联社29日报道，韩国疾病管理本部通报称，当地时间28日16时至29日9时，韩国新增594例新冠肺炎确诊病例，累计确诊2931例。,"[19, 12, 15]",83,"(19, 12, 15, 16, 9, 10, 5, 4, 13, 18, 6, 0, 1, 20, 22, 14, 21, 11, 23, 3, 2, 7, 17, 8)","(444, 247, 192, 103, 75, 63, 55, 50, 49, 42, 37, 31, 28, 20, 19, 13, 11, 10, 9, 8, 7, 5, 5, 2)"
英国医院紧急求助中国抗疫经验,11259,导语：英国詹姆斯·库克医院因收治150多名重症患者，病死率高，且医护感染人数多，4月7日他们向兰州大学第一医院紧急求助。,"[2, 19, 14]",84,"(2, 19, 14, 6, 1, 9, 11, 0, 10, 3, 23, 5, 16, 20, 4, 17, 22, 18, 7, 21, 8, 12)","(851, 324, 217, 125, 67, 51, 36, 24, 22, 11, 11, 7, 7, 7, 6, 6, 5, 3, 3, 2, 1, 1)"
武汉大学生愈后献血浆救人,8117,导语：武汉00后大学生刘智威一家四口确诊新冠肺炎。出院后刘智威捐献了400毫升血浆。他说，这也许能救三四个人，自己一家好起来离不开社会的帮助，所以必须要做。,"[5, 0, 14]",85,"(5, 0, 14, 1, 18, 17, 11, 16, 15, 4, 10, 13)","(1111, 82, 48, 11, 9, 9, 8, 5, 3, 2, 2, 1)"
不小心误伤到自己的经历,1074,导语：你有哪些不小心误伤到自己的经历？一起来聊聊吧～带话题发微博转评赞≥5即可入围！,"[3, 2, 4]",86,"(3, 2, 4, 19, 11, 8, 16, 22, 1, 13, 12, 9, 20)","(208, 79, 29, 26, 24, 8, 8, 5, 4, 4, 2, 1, 1)"
钟南山团队在患者粪便检出新冠活病毒,12664,导语：2月13日，呼吸疾病国家重点实验室副主任赵金存在广东省人民政府新闻办召开的疫情防控新闻发布会上介绍，该团队在P3实验室中，在中山大学附属第五医院一例重症感染患者粪便样本，分离了活的冠状病毒。有公共卫生意义，可以指导政策制定。,"[19, 3, 15]",87,"(19, 3, 15, 4, 16, 0, 1, 12, 6, 9, 11, 5, 2, 20, 14, 17, 8, 23, 10, 22, 13, 21, 18, 7)","(2689, 523, 379, 278, 174, 169, 144, 109, 95, 83, 57, 54, 40, 32, 30, 29, 23, 20, 18, 17, 17, 16, 14, 9)"
山东多地下大雪,5234,导语：4月9日，山东青州遭遇“倒春寒”，飘下鹅毛大雪。当天，山东全省迎来大降温，济南下起冰雹，烟台潍坊等地下大雪。,"[7, 3, 2]",88,"(7, 3, 2, 8, 4, 16, 15, 12, 6, 1, 21, 22, 19, 18, 13, 9, 20, 17, 11, 10, 23)","(511, 455, 175, 120, 97, 94, 67, 48, 38, 34, 19, 13, 12, 9, 9, 8, 8, 7, 4, 3, 2)"
谈恋爱真的很烧钱吗,11900,导语：小伙伴们带上话题发博来说说谈恋爱真的很烧钱吗？？？,"[2, 3, 9]",89,"(2, 3, 9, 16, 1, 19, 21, 8, 11, 22, 18, 4, 7, 6, 5, 14, 17, 20, 0, 13)","(700, 119, 85, 56, 34, 33, 27, 22, 16, 16, 14, 12, 8, 8, 7, 7, 6, 6, 4, 3)"
江苏高三初三年级陆续返校开学,8459,导语：记者从省教育厅了解到，全省各级各类学校自2020年3月30日起分批次、错峰开学。今日起，全省高三、初三年级陆续返校开学。,"[6, 7, 5]",90,"(6, 7, 5, 4, 20, 1, 2, 13, 10, 11, 15, 9, 22, 18, 19, 12, 17, 0, 3, 23, 8, 21, 16, 14)","(3987, 1038, 212, 201, 130, 73, 66, 54, 35, 33, 31, 27, 27, 24, 24, 16, 15, 11, 8, 8, 7, 3, 3, 2)"
国泰航空泄露940万名乘客信息,3925,导语：香港国泰航空2018年惊爆外泄940万名乘客的个人资料。英国信息专员办公室（ICO）以未能保护乘客个资安全为由，对国泰航空开罚50万英镑。,"[6, 9, 18]",91,"(6, 9, 18, 14, 2, 13, 15, 8, 3, 19, 4, 1, 10, 11, 21, 22, 5, 16)","(1132, 22, 17, 16, 15, 14, 10, 9, 9, 8, 7, 3, 3, 1, 1, 1, 1, 1)"
朋友圈屏蔽同事罚款100元,7371,导语：12月9日，网友爆料一家媒体公司，员工的朋友圈不能屏蔽同事，违者罚款100元；邮箱未按公司规定签名罚钱，迟到或者请假都要扣钱。公司行政称，这都是按照公司员工手册操作的，这是公司规定员工必须遵守。,"[15, 1, 0]",92,"(15, 1, 0, 2, 6, 19, 11, 8, 3, 22, 10, 9, 16, 20, 13, 4, 5, 12, 18, 21, 23, 14, 17, 7)","(386, 272, 65, 48, 42, 33, 21, 21, 18, 18, 18, 16, 12, 12, 10, 9, 9, 9, 8, 8, 5, 5, 3, 1)"
自制云朵舒芙蕾,11129,导语：带话题 #自制云朵舒芙蕾#，亮出你心目中的最好吃的做法吧！,"[2, 1, 3]",93,"(2, 1, 3, 11, 22, 8, 17, 7, 10, 16, 14, 21, 19, 6, 4, 15, 18, 9, 0, 13, 23, 20)","(46, 15, 14, 7, 6, 5, 5, 4, 4, 4, 4, 3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1)"
错换人生28年河南父亲发声,12738,导语：河南家庭的父亲称，刚接到江西寻亲电话以为是诈骗，后来DNA鉴定比对成功后只能相信。在手机上看到江西父母到河南与儿子相拥而泣时，也稍有嫉妒并落泪。但非常感谢江西家庭28年来为孩子的付出。,"[0, 4, 3]",94,"(0, 4, 3, 15, 14, 1, 2, 22, 10, 5, 11, 21, 16)","(210, 30, 10, 9, 7, 4, 3, 3, 3, 2, 1, 1, 1)"
男生敷衍起来什么样,9986,导语：哈哈哈哈哈哈哈哈，来说一说男生敷衍起来是什么样子？,"[3, 2, 8]",95,"(3, 2, 8, 11, 19, 1, 9, 10, 6, 4, 14, 13, 23, 12, 17, 18, 7, 0, 20, 16, 22, 21)","(289, 129, 87, 51, 32, 30, 22, 15, 11, 10, 10, 9, 9, 7, 7, 5, 5, 5, 5, 3, 2, 1)"
全国累计确诊新型肺炎28018例,2300,导语：2月5日0～24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例3694例，新增治愈出院病例261例，当日解除医学观察的密切接触者21365人。,"[10, 4, 12]",96,"(10, 4, 12, 0, 15, 22, 6, 11, 13, 8, 5, 7, 2, 18, 1, 19, 14, 17, 9, 3, 21, 23, 20, 16)","(2150, 1573, 635, 128, 82, 67, 57, 55, 53, 49, 47, 42, 42, 36, 36, 36, 34, 33, 32, 32, 31, 29, 24, 18)"
Faker成为T1股东,548,导语：Faker：“我很激动能继续为T1战斗，也很感谢全世界的粉丝一直以来的支持。我很荣幸成为T1拥有者之一，也很期待在我职业生涯之上的与领导团队的合作，我爱这支队伍也很自豪与队伍共建未来。”,"[5, 2, 1]",97,"(5, 2, 1, 17, 8, 6, 23, 3, 18, 4, 7, 0, 14, 21, 19, 11)","(575, 290, 48, 18, 17, 14, 14, 11, 9, 6, 6, 6, 6, 3, 3, 1)"
如何用一只猫开台灯,4591,导语：如何用一只猫开关台灯如何用一只猫开关台灯如何用一只猫开关台灯如何用一只猫开关台灯如何用一只猫开关台灯,"[15, 3, 8]",98,"(15, 3, 8, 2, 0, 7, 6, 20, 18, 1, 5, 16, 4, 14, 17, 13, 11, 22, 10)","(512, 305, 147, 89, 71, 36, 31, 26, 21, 15, 9, 9, 8, 8, 8, 4, 1, 1, 1)"
视监前任被发现后,11757,导语：当你视奸前任被发现后是什么反应？然后你又是怎么样应对的？一起来分享一下吧~,"[8, 3, 2]",99,"(8, 3, 2, 11, 18, 9, 19, 21, 1, 22, 12, 4, 16, 20, 7, 15, 6)","(32, 16, 13, 12, 12, 11, 6, 5, 5, 3, 3, 2, 2, 2, 1, 1, 1)"
央行决定于4月对中小银行定向降准,4323,导语：中国人民银行决定：对农村信用社、农村商业银行、农村合作银行、村镇银行和仅在省级行政区域内经营的城市商业银行定向下调存款准备金率1个百分点，于4月15日和5月15日分两次实施到位，每次下调0.5个百分点，共释放长期资金约4000亿元。,"[5, 10, 6]",100,"(5, 10, 6, 20, 2, 15, 13, 14, 16, 0, 8, 7, 22, 3, 1, 23, 21, 11, 9, 19, 12)","(834, 53, 25, 21, 16, 14, 14, 13, 11, 10, 9, 7, 7, 5, 5, 5, 4, 2, 2, 2, 2)"
山东泰安返校师生免费检测血清抗体,5252,导语：近日，山东泰安分时段分批进行返校人员血清抗体检测。检测对象包括毕业年级师生及后勤服务人员，不收取任何费用。,"[5, 13, 6]",101,"(5, 13, 6, 21, 20, 9, 2, 17, 23, 1, 0, 14, 16, 22, 15, 7)","(2221, 71, 47, 25, 25, 18, 17, 14, 12, 11, 9, 9, 6, 4, 2, 1)"
山西确定各级各类学校开学时间,5287,导语：4月26日，山西省人民政府宣布山西各级各类学校开学时间！你准备好回归校园了吗！,"[4, 6, 3]",102,"(4, 6, 3, 5, 12, 20, 19, 16, 7, 2, 1, 21, 11, 17, 18, 15, 9, 13, 23, 0, 14, 22, 8, 10)","(3686, 326, 237, 210, 100, 96, 88, 88, 64, 50, 38, 24, 19, 19, 16, 15, 11, 11, 10, 9, 9, 7, 3, 1)"
爱自己就是了不起,9413,导语：每一个女生，都要懂得爱自己，带话题#爱自己就是了不起#，以“——也是一种爱自己”方式造句，分享你爱自己的小方式小故事吧～天猫3.8节，赞美所有女性爱自己的力量！,"[0, 17, 1]",103,"(0, 17, 1, 5, 13, 11, 23, 21, 15, 16, 14, 22, 6, 12, 4)","(1982, 114, 60, 43, 31, 14, 13, 11, 10, 9, 9, 6, 5, 5, 3)"
关于鸡蛋所有的秘密,2418,"导语：你能想象自己可能白吃了20多年的鸡蛋吗？连水煮蛋都做错了！！！超级赞的鸡蛋技巧一次性教分享给你们。
","[7, 1, 2]",104,"(7, 1, 2, 15, 21, 11, 8, 17, 20, 14, 9, 3, 6, 18, 22, 19, 0, 10)","(171, 85, 31, 21, 20, 9, 9, 8, 7, 6, 5, 2, 2, 1, 1, 1, 1, 1)"
张东健朱镇模聊天截图,5631,导语：据韩媒，此前入侵朱镇模手机的黑客曝光了张东健朱镇模聊天截图，内含大量不雅对话。,"[1, 6, 9]",105,"(1, 6, 9, 2, 3, 21, 5, 11, 22, 8, 19, 10, 18, 15, 17, 4, 12, 7, 0, 16, 20, 14, 13)","(387, 159, 144, 111, 62, 31, 26, 19, 19, 18, 17, 17, 12, 12, 12, 11, 11, 8, 8, 8, 7, 5, 1)"
奥斯卡,4402,导语：2022奥斯卡提名公开。《犬之力》12提领跑，《沙/丘》获包括最佳影片等10提，国际影片中《驾驶我的车》大热，也入围最佳影片。本尼、加菲提影帝，斯图尔特提影后，《蜘蛛侠：英雄无归》入最佳视效，《夏日友晴天》提动画长片。,"[4, 7, 0]",106,"(4, 7, 0, 2, 3, 1, 6, 9, 8, 13, 10, 19, 20, 21, 17, 12, 11, 22, 16, 15, 23, 18, 5)","(950, 818, 581, 407, 356, 134, 47, 46, 37, 31, 20, 18, 17, 14, 14, 10, 9, 9, 9, 8, 8, 5, 4)"
灭霸作者回应特朗普变灭霸,9329,导语：12月11日，特朗普竞选团队发布视频：特朗普“变身”灭霸。视频是在美众议院公布针对特朗普的弹劾条款后发布，特朗普竞选团队也称：“众议院民主党人可以随心所欲地推动他们的虚假弹劾。”对此，灭霸形象创作者斯塔林回应，觉得自己受到冒犯。,"[2, 3, 8]",107,"(2, 3, 8, 0, 16, 17, 20, 6, 11, 18, 9, 1, 19, 12, 22)","(210, 102, 41, 12, 10, 10, 6, 4, 3, 3, 2, 2, 2, 2, 1)"
蓝眼泪,11473,导语：@相约平潭：在福建平潭坛南湾沙滩惊现&quot;蓝眼泪&quot;，海岸线犹如浩瀚的银河星空，让人仿佛置身&quot;阿凡达&quot;中的潘多拉星球。据游客报料，坛南湾已连续多日出现&quot;蓝眼泪&quot;奇观。据说，&quot;蓝眼泪&quot;是一种在海底生存的微生物，靠海水的能量生存，只会出现100秒左右。,"[7, 0, 4]",108,"(7, 0, 4, 3, 1, 17, 8, 2, 16, 18, 9, 21, 13, 14)","(655, 63, 48, 31, 14, 11, 6, 6, 4, 1, 1, 1, 1, 1)"
安徽新增68例新型肺炎,4877,导语：2020年2月2日0-24时，安徽省报告新增确诊病例68例，新增疑似病例75例，新增治愈出院2例。,"[6, 4, 11]",109,"(6, 4, 11, 16, 12, 18, 2, 9, 19, 8, 1)","(378, 68, 40, 18, 14, 9, 8, 4, 4, 1, 1)"
留学生回国隔离结束后做志愿者,10004,导语：英国一留学生曹元元回国隔离结束后做志愿者，把温暖传递下去，以此报效祖国。,"[5, 0, 14]",110,"(5, 0, 14, 17, 9, 4, 15, 6)","(441, 46, 7, 6, 2, 1, 1, 1)"
下半年我的经济状况,1056,导语：参与话题聊聊，你们目前的经济状况怎么样？未来下半年会有好转吗？还是会更差？,"[4, 3, 2]",111,"(4, 3, 2, 19, 16, 8, 7, 23, 22, 15, 6, 5, 0, 12, 17, 13, 10, 14, 20, 11, 9, 21, 18)","(1091, 466, 104, 91, 89, 57, 24, 16, 14, 14, 14, 14, 12, 11, 10, 9, 8, 8, 5, 3, 2, 2, 1)"
淘宝所有口罩不允许涨价,8880,导语：淘宝在其微博发表声明称，已向淘宝天猫平台上所有销售口罩的商家发出通知，绝不允许涨价销售。,"[0, 5, 13]",112,"(0, 5, 13, 3, 4, 1, 11, 2, 6, 18, 8, 17, 16, 19, 7, 21, 22, 9, 14, 12, 23, 15, 10, 20)","(5542, 1042, 254, 74, 53, 41, 40, 38, 36, 27, 22, 22, 20, 19, 14, 12, 12, 10, 9, 7, 6, 5, 5, 5)"
纽约医生曝光医院真实现状,10495,导语：3月24日，美国纽约市皇后区一医院外，冒雨前来就诊的人群排起长队。该院医生在一段视频中形容医院的现状，“现在情况真的很艰难。”,"[9, 12, 4]",113,"(9, 12, 4, 13, 10, 2, 15, 18, 6, 19, 5, 21, 8, 22, 0, 20, 3, 16, 14, 11, 17, 7, 1)","(1126, 375, 183, 179, 168, 70, 54, 42, 26, 23, 21, 13, 9, 9, 9, 9, 8, 8, 6, 5, 4, 3, 2)"
英国疫情死亡人数升至欧洲第一,11293,导语：周二，英国新冠肺炎总病亡人数达29427人，超过意大利成为死亡人数最多的欧洲国家，在全球范围内仅次于美国。对此，英国外交大臣拉布表示，目前进行国家间数据比对为时尚早，因为英国的数据包含了医院外等所有场合下的死亡病例，在此轮大流行结束后才能做出准确评判。,"[10, 13, 2]",114,"(10, 13, 2, 5, 19, 9, 4, 15, 16, 3, 1, 23, 14, 12, 20, 11, 8, 22, 6)","(590, 269, 81, 26, 23, 22, 22, 12, 12, 9, 7, 6, 6, 5, 5, 2, 2, 2, 1)"
云南所有公共场所扫码入出,1631,导语：自12日12时起，云南全省所有公共场所均实行扫码入出制度。,"[5, 3, 6]",115,"(5, 3, 6, 11, 17, 22, 0, 8, 23, 2, 19, 20, 18, 9, 4, 1, 7, 21, 16, 13)","(1150, 47, 20, 17, 17, 11, 11, 10, 7, 5, 5, 5, 3, 3, 3, 3, 2, 2, 2, 1)"
一村庄被三大运营商集体拉黑,862,导语：近日，一则由中国移动、中国联通、中国电信以及中国铁塔联合发布的声明在互联网上引发众议。三大运营商和铁塔公司在这份公告中表示不再对文峰区宝莲寺袁薛村提供手机信号，且不再接受通信投诉。,"[9, 5, 1]",116,"(9, 5, 1, 2, 6, 16, 3, 15, 22, 13, 18, 10, 20, 8, 21, 19, 11, 17)","(283, 180, 71, 47, 24, 20, 19, 12, 10, 10, 8, 8, 8, 7, 4, 3, 2, 2)"
31省区市新增确诊108例,253,导语：4月12日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例108例，其中98例为境外输入病例，10例为本土病例（黑龙江7例，广东3例）。,"[6, 15, 13]",117,"(6, 15, 13, 11, 12, 4, 1, 16, 17, 19, 0, 14, 5, 2, 21, 20)","(313, 60, 34, 27, 23, 21, 19, 14, 8, 7, 7, 7, 4, 1, 1, 1)"
